step,customer,age,gender,merchant,category,amount,zipcodeOri,zipMerchant,fraud
196,1386,3,M,175,es_fashion,91.6,62959,18454,0
211,349,2,F,179,es_health,7.05,44509,96497,0
700,547,2,F,489,es_wellnessandbeauty,16.75,84494,19431,0
390,763,3,Enterprise,498,es_health,43.16,98211,83178,0
308,1583,2,F,193,es_transportation,6.0,85402,10701,0
457,268,1,F,391,es_electronics,139.86,57687,15999,0
331,1829,2,F,477,es_electronics,198.64,22660,60315,0
495,1006,0,M,303,es_food,53.69,82521,91950,0
329,1068,2,F,263,es_tech,81.29,92952,81406,0
29,1302,5,F,329,es_food,126.86,36735,18740,0
683,1163,3,E,373,es_hyper,38.18,34058,36143,0
122,1879,3,E,112,es_wellnessandbeauty,12.18,98165,48177,0
458,1335,2,F,499,es_hyper,137.97,10796,87556,0
418,1261,5,F,224,es_health,254.35,60216,53719,0
159,266,2,F,58,es_tech,57.4,53200,27615,0
598,170,4,F,364,es_transportation,85.45,26650,23013,0
516,1240,4,M,242,es_travel,26.87,63314,31253,0
2,117,3,U,352,es_food,115.07,23149,48336,0
645,1262,4,F,440,es_hyper,223.49,83172,16250,0
302,1280,2,U,80,es_travel,73.79,85015,32241,0
79,1780,4,F,325,es_sports,202.01,81177,91768,0
659,1872,5,F,418,es_wellnessandbeauty,56.83,50116,93998,0
678,1868,5,F,176,es_electronics,6.02,90247,50268,0
315,1975,1,F,352,es_sports,17.35,95186,55845,0
328,434,2,F,166,es_travel,331.69,89263,25534,0
276,1440,2,U,424,es_transportation,77.78,97968,28828,0
716,88,5,E,339,es_health,30.29,28768,49697,0
452,964,3,F,97,es_travel,95.85,85068,17827,1
565,234,2,Enterprise,413,es_leisure,46.31,45542,60622,0
486,609,2,F,469,es_health,55.44,19024,33559,0
107,530,0,F,120,es_electronics,8.02,28015,70791,0
567,1135,5,M,165,es_sports,84.24,78776,81403,0
246,1745,4,M,243,es_sports,88.04,41681,64908,0
164,1877,3,Enterprise,135,es_electronics,431.33,16329,98415,0
527,1601,0,F,234,es_electronics,25.3,80650,64825,0
1,1659,5,M,80,es_leisure,44.3,88541,46986,0
137,238,2,E,461,es_travel,132.05,89505,49383,0
151,364,2,F,39,es_health,78.69,76644,13952,0
180,409,5,E,252,es_fashion,94.69,26528,52307,0
487,1659,3,M,357,es_tech,66.47,66199,23155,0
700,1311,3,Enterprise,146,es_home,25.45,89766,27834,0
18,1003,2,F,394,es_travel,25.91,85676,58288,0
225,218,3,F,184,es_health,521.77,91883,53566,0
105,403,1,F,279,es_travel,76.19,41187,21786,0
718,1246,2,F,87,es_wellnessandbeauty,82.14,82973,98371,0
698,345,0,M,440,es_sports,46.39,57132,19695,0
65,484,6,M,488,es_tech,9.49,68771,13040,0
333,113,5,M,228,es_leisure,41.41,62637,52199,0
372,1042,3,Enterprise,417,es_wellnessandbeauty,179.61,23970,45817,1
207,1476,2,F,429,es_food,32.78,23768,53095,0
229,219,3,M,106,es_leisure,34.77,59292,78632,0
581,161,2,F,76,es_home,8.36,65889,70227,0
142,1094,5,M,212,es_home,8.43,71608,43002,0
718,1031,3,M,379,es_fashion,212.32,47202,73441,0
686,1025,4,M,418,es_wellnessandbeauty,281.85,23171,33047,0
709,1894,1,E,390,es_food,43.48,46217,51307,0
331,99,6,U,120,es_wellnessandbeauty,128.69,95494,16780,0
709,599,1,M,394,es_health,675.07,62639,23094,0
271,1616,4,F,202,es_health,43.77,86936,55107,0
711,315,2,F,323,es_transportation,58.75,85367,50990,0
325,1058,4,Enterprise,166,es_travel,26.9,98471,92705,0
527,226,5,M,92,es_sports,447.17,51212,23169,0
547,479,3,F,335,es_food,36.22,31180,81105,0
69,491,6,M,428,es_travel,146.66,73105,59652,0
212,223,2,U,255,es_wellnessandbeauty,76.36,77919,14138,0
558,1716,5,F,265,es_transportation,37.63,28875,78572,0
382,1931,2,M,196,es_wellnessandbeauty,18.06,86216,44482,0
420,520,3,E,102,es_home,35.87,15239,44310,0
597,243,2,E,370,es_sports,17.39,66667,73951,0
48,88,1,F,251,es_tech,122.44,98077,28528,0
231,983,4,M,414,es_transportation,10.19,76045,34538,0
579,480,3,F,486,es_wellnessandbeauty,50.3,76101,53456,0
477,309,5,F,318,es_tech,188.44,28655,20586,0
89,655,6,U,33,es_food,213.64,37752,78729,0
52,540,2,F,140,es_health,41.41,60475,88757,0
534,1492,4,F,119,es_home,64.23,21949,22677,0
422,1166,2,M,483,es_fashion,24.14,61931,46020,0
611,90,4,F,192,es_tech,9.68,95082,80192,0
446,1722,2,F,76,es_electronics,79.94,50744,15414,0
131,1010,5,F,163,es_hyper,29.79,65101,91675,0
600,313,5,U,490,es_fashion,59.28,43857,47650,0
648,180,2,M,102,es_wellnessandbeauty,79.23,93710,93506,0
374,549,6,F,62,es_home,44.23,52598,78010,0
551,2,2,F,373,es_health,3.46,34172,10830,0
530,1954,3,F,145,es_food,30.88,25745,96995,0
105,1058,2,Enterprise,481,es_leisure,96.64,72077,90710,0
387,1338,2,Enterprise,290,es_hyper,36.16,14131,32276,0
658,226,3,E,83,es_hyper,79.77,54305,91055,0
336,1609,1,M,445,es_electronics,106.7,37769,77295,0
117,957,3,M,84,es_leisure,298.68,38094,61490,0
1,364,3,F,474,es_electronics,26.26,49455,44252,0
629,885,3,M,62,es_wellnessandbeauty,41.13,79843,46802,0
538,1531,2,Enterprise,102,es_wellnessandbeauty,74.22,20127,60818,0
436,950,1,Enterprise,234,es_wellnessandbeauty,481.58,16521,54962,1
496,116,5,M,95,es_transportation,55.02,19362,75440,0
12,114,3,M,266,es_health,63.86,48346,99602,0
294,1987,4,U,434,es_leisure,656.61,78961,58425,0
508,1566,1,F,119,es_transportation,20.57,57165,46076,0
681,595,1,Enterprise,328,es_travel,78.9,17375,27478,0
565,479,4,M,308,es_sports,32.67,69471,31679,0
128,720,4,M,391,es_travel,78.74,64160,62359,0
76,107,4,M,426,es_sports,18.63,72710,83824,0
269,315,0,F,313,es_transportation,280.66,24231,30971,0
146,1722,2,M,161,es_tech,439.14,69022,35309,0
403,1912,2,F,438,es_fashion,19.48,55735,49737,0
499,1176,5,F,239,es_health,79.52,26687,13658,0
560,1935,2,M,234,es_home,30.45,22456,11304,0
199,1686,0,M,470,es_fashion,4.47,58506,49127,0
583,1184,2,M,227,es_transportation,28.82,86822,22408,0
503,75,2,F,439,es_tech,135.98,38176,29042,0
604,1373,4,F,265,es_travel,4.92,64022,86222,0
403,682,4,M,173,es_transportation,110.85,21970,79329,0
209,187,4,M,294,es_travel,9.68,64671,41604,0
342,1880,5,F,147,es_tech,137.5,99697,59302,0
48,339,U,E,480,es_health,129.37,24586,68523,0
541,1847,U,M,354,es_travel,83.98,93325,70793,0
176,1413,U,F,300,es_home,13.3,63671,28598,0
511,1518,5,M,318,es_sports,15.16,10916,47606,0
19,1193,3,U,235,es_fashion,29.93,45525,97585,0
495,825,2,M,397,es_wellnessandbeauty,24.43,46044,53848,0
355,53,0,M,214,es_fashion,50.6,23448,84785,0
559,1958,2,M,291,es_electronics,89.07,29993,89699,0
345,257,5,E,49,es_tech,122.52,16814,29200,0
60,1596,4,M,297,es_health,212.09,49994,16427,0
688,1246,1,Enterprise,55,es_travel,7.52,23769,86952,0
229,1612,0,E,207,es_electronics,42.02,95763,82944,0
147,46,2,E,399,es_wellnessandbeauty,21.8,77535,83107,0
298,1284,4,F,356,es_electronics,201.37,85566,94981,0
333,15,4,Enterprise,96,es_tech,28.32,27694,71291,0
332,849,4,M,142,es_transportation,224.59,82039,14969,0
433,628,4,E,478,es_travel,7.91,23666,79636,0
399,12,2,F,443,es_wellnessandbeauty,138.24,80735,38166,0
700,1,3,Enterprise,174,es_tech,26.61,50645,31317,0
335,77,U,M,78,es_sports,27.97,25338,58020,0
209,542,2,F,28,es_home,43.95,61855,91213,0
411,1738,5,E,187,es_home,30.43,43193,96184,0
587,996,6,E,498,es_travel,11.14,29089,36834,0
695,902,2,M,99,es_fashion,111.93,50444,57767,0
599,841,1,F,422,es_transportation,49.07,92069,87890,0
271,50,U,F,40,es_travel,9.17,24232,61042,0
180,1666,1,Enterprise,179,es_leisure,22.55,55098,15884,0
415,1030,5,F,482,es_hyper,63.28,98785,66671,0
346,75,2,Enterprise,69,es_wellnessandbeauty,298.16,94207,70157,0
519,346,3,M,472,es_wellnessandbeauty,8.86,66813,33195,0
438,1884,2,F,137,es_leisure,56.34,72087,10206,0
13,333,2,M,395,es_food,91.6,33794,74759,0
404,678,2,M,368,es_home,50.07,14660,42227,0
380,844,2,M,276,es_hyper,286.71,17767,20947,0
692,851,2,M,290,es_transportation,120.69,16153,77498,0
421,1298,5,M,231,es_leisure,190.33,33305,49262,0
180,1534,1,E,69,es_electronics,10.22,58632,51403,0
638,1939,0,U,121,es_travel,635.0,39017,29571,0
283,1692,2,M,161,es_fashion,161.52,63538,40247,0
418,268,5,M,156,es_electronics,64.43,90884,82703,0
356,1504,6,Enterprise,181,es_fashion,36.42,45374,69722,0
702,1332,5,M,164,es_travel,19.83,24342,46330,0
16,1741,0,F,297,es_wellnessandbeauty,47.94,21701,27903,0
315,756,1,F,158,es_tech,12.47,25110,92812,0
533,599,2,M,239,es_hyper,224.85,99109,86896,0
16,612,4,M,27,es_wellnessandbeauty,69.35,36429,86328,0
465,698,2,Enterprise,178,es_sports,8.69,50073,76737,0
463,1246,3,F,490,es_transportation,33.75,38736,12404,0
545,278,0,Enterprise,252,es_electronics,716.57,78121,21275,0
694,1382,0,F,139,es_travel,68.17,79626,73239,0
69,685,4,M,401,es_electronics,29.61,83221,71790,0
411,318,1,M,122,es_fashion,33.98,58416,34374,0
52,1066,2,F,178,es_tech,54.99,61318,75751,0
65,1091,0,E,108,es_leisure,113.43,15172,50965,0
467,905,3,M,32,es_health,74.6,93483,66661,0
272,1216,3,F,23,es_wellnessandbeauty,80.74,30900,32262,0
439,143,2,M,173,es_health,33.91,28771,57897,0
530,1950,4,M,18,es_travel,22.49,33563,38807,0
273,154,2,M,406,es_sports,292.47,54493,43469,0
459,1118,2,Enterprise,28,es_tech,354.16,55687,45111,0
173,1221,2,U,305,es_home,27.14,74775,72107,0
568,378,4,U,298,es_fashion,63.67,98738,38704,0
521,1631,6,Enterprise,271,es_fashion,10.84,61011,98847,0
497,1407,4,F,276,es_wellnessandbeauty,16.02,17981,21008,0
534,761,U,M,416,es_hyper,137.45,36319,30636,0
72,534,3,U,471,es_health,138.62,70697,76503,0
172,1590,6,Enterprise,56,es_electronics,166.92,37012,12538,0
635,1513,1,M,456,es_sports,790.03,18946,54492,0
603,637,2,U,309,es_wellnessandbeauty,6.62,32163,54218,0
292,826,4,F,427,es_sports,6.22,40906,76716,0
252,1743,3,M,338,es_electronics,90.71,94560,24222,0
409,693,2,M,100,es_home,79.69,33871,71838,0
367,1891,2,F,371,es_leisure,462.39,91036,30261,0
256,787,2,E,253,es_health,98.27,42539,10212,0
525,162,5,F,87,es_hyper,34.44,57020,41761,0
440,466,2,F,278,es_health,145.71,72700,23823,0
335,1422,1,F,98,es_transportation,54.88,44986,82499,0
630,278,1,M,404,es_wellnessandbeauty,22.15,94200,67435,0
435,472,3,F,483,es_food,207.9,99609,82432,0
690,141,1,F,464,es_home,56.1,65234,36792,0
461,1659,5,F,129,es_travel,42.12,41812,74407,0
308,1728,6,E,497,es_health,42.54,18971,92210,0
673,1592,1,F,108,es_health,1369.5,44101,41000,0
95,1992,5,F,435,es_electronics,27.96,87050,66993,0
409,810,4,M,57,es_home,25.84,73482,64558,1
168,1271,2,U,42,es_leisure,66.59,97076,47461,0
87,834,2,Enterprise,308,es_health,80.46,86968,37923,0
3,703,2,M,77,es_leisure,64.54,49894,69496,0
372,170,3,M,479,es_sports,112.97,91779,25869,0
528,219,2,F,494,es_health,165.74,90943,38109,0
642,34,5,F,496,es_health,67.09,70593,57250,0
23,285,0,M,282,es_sports,28.67,21713,80976,0
98,1434,1,F,216,es_food,97.09,10687,16457,0
670,1431,3,U,476,es_home,30.44,72146,10121,1
522,1060,2,U,447,es_hyper,53.27,33662,91294,0
321,1398,2,U,481,es_leisure,15.62,25026,50467,0
534,265,3,F,189,es_travel,312.25,27480,85373,0
367,853,3,U,88,es_leisure,111.52,44356,35435,0
184,1322,1,F,114,es_food,30.42,59656,38663,0
417,1764,5,Enterprise,446,es_home,135.54,59619,54604,0
214,1603,2,M,323,es_tech,497.83,35253,35915,0
670,7,3,Enterprise,445,es_home,45.09,46511,59902,0
210,23,3,Enterprise,46,es_health,26.04,78873,50403,0
133,1440,3,U,433,es_tech,168.53,31552,68750,0
53,535,1,E,383,es_electronics,46.09,77061,66619,0
695,1296,5,Enterprise,152,es_sports,4.26,91312,14487,0
23,69,1,F,46,es_wellnessandbeauty,24.4,92195,31623,0
106,13,2,M,127,es_travel,16.43,27178,55434,0
603,1290,1,F,313,es_transportation,510.86,78096,15406,0
631,1784,4,E,72,es_tech,130.14,30894,65731,0
460,1595,4,F,492,es_hyper,194.69,48438,20673,1
650,258,2,M,398,es_sports,109.36,84211,98272,0
482,720,4,F,386,es_leisure,89.82,73576,75276,0
120,948,6,M,134,es_travel,7.02,67330,55095,0
673,1665,1,U,76,es_transportation,44.49,28180,65848,0
208,1734,2,F,61,es_sports,329.26,97020,46515,0
318,1846,3,F,164,es_home,2.79,72285,41427,0
338,1299,2,F,346,es_electronics,159.87,81889,41074,0
155,1121,4,E,477,es_transportation,2.7,84894,98522,0
155,1052,5,M,452,es_fashion,24.54,33369,74221,0
394,645,4,F,30,es_electronics,143.14,39366,17001,0
505,1868,6,F,380,es_wellnessandbeauty,50.66,52837,32887,0
313,414,2,M,48,es_leisure,43.29,46731,96624,0
259,1811,1,F,244,es_health,129.41,77038,68532,0
157,1128,5,M,272,es_health,13.24,80169,78907,0
14,1066,U,M,320,es_fashion,34.43,70422,73734,0
77,665,2,F,120,es_electronics,31.64,15777,59312,0
339,1315,1,E,264,es_health,4.7,13553,17265,0
409,1545,2,M,352,es_health,17.39,70204,53124,0
394,736,2,E,419,es_hyper,194.9,35972,55805,0
220,1063,1,F,488,es_electronics,485.14,38947,95137,0
433,440,2,F,24,es_leisure,1036.99,26132,41643,0
455,1062,4,F,31,es_sports,101.82,98806,10726,0
654,1807,3,E,109,es_travel,1.86,49101,53382,0
140,109,4,Enterprise,103,es_tech,47.97,19208,46110,0
498,430,1,F,162,es_home,175.92,96145,40390,0
654,1445,5,F,389,es_hyper,517.7,74660,63685,0
641,346,2,M,398,es_home,26.81,61500,75403,0
530,381,2,Enterprise,293,es_transportation,314.16,90595,69043,0
676,1528,3,E,356,es_transportation,117.99,67730,35262,0
96,1596,4,M,81,es_travel,81.35,11695,24185,0
28,574,1,M,404,es_transportation,27.92,11720,53561,0
230,1534,0,U,321,es_health,251.87,99665,99692,0
416,1567,2,F,144,es_leisure,221.78,58694,22654,0
456,1054,2,M,363,es_fashion,278.54,94762,74262,0
25,1602,1,M,87,es_leisure,94.13,21962,98606,0
687,775,4,M,139,es_home,8.42,27414,56817,0
404,158,4,M,113,es_home,217.85,46067,90785,0
673,1185,2,M,68,es_travel,14.01,81851,74480,0
542,1392,1,M,368,es_tech,2387.26,46719,90054,0
165,1383,3,M,428,es_transportation,559.32,32764,59964,0
208,623,5,E,215,es_sports,176.36,50835,33954,0
614,550,2,M,351,es_food,110.9,47778,82163,0
373,724,3,M,445,es_transportation,10.03,54381,81450,0
618,1427,2,F,287,es_food,20.47,96566,42929,0
69,649,6,M,325,es_tech,129.85,96597,65471,0
520,1878,5,F,219,es_wellnessandbeauty,17.62,66793,70227,0
635,1952,5,Enterprise,221,es_home,414.04,34576,22402,0
353,670,0,M,205,es_health,64.05,30996,75608,0
101,134,3,M,493,es_sports,3.04,33972,18987,0
1,701,0,U,483,es_travel,34.01,36097,89526,0
351,1701,5,M,61,es_travel,30.45,62987,92617,0
7,591,1,F,393,es_transportation,232.8,92140,65597,0
318,1276,4,Enterprise,306,es_sports,5.76,70050,17857,0
623,1991,2,F,146,es_health,105.17,44021,18836,0
509,206,5,Enterprise,15,es_home,4.07,16932,38000,0
186,148,2,E,280,es_leisure,36.63,66927,76072,0
462,508,0,M,351,es_electronics,141.89,70029,25676,0
343,1822,0,Enterprise,245,es_electronics,58.79,34422,78977,0
635,530,5,F,175,es_wellnessandbeauty,113.37,82838,96152,0
713,191,5,M,199,es_wellnessandbeauty,95.97,21634,60357,0
8,1981,4,F,201,es_sports,6114.79,39926,94197,0
576,1209,U,M,123,es_home,688.35,73694,86279,0
136,406,6,M,464,es_leisure,37.3,23467,71945,0
383,1241,4,F,290,es_sports,137.07,50620,26104,0
186,88,0,M,480,es_travel,295.59,62259,24368,0
639,607,1,M,279,es_sports,30.16,80257,37167,0
372,1457,2,Enterprise,148,es_sports,95.57,10375,47136,0
561,274,2,M,45,es_hyper,9.01,82046,14715,0
166,994,2,F,119,es_tech,21.5,63156,55159,0
639,61,1,Enterprise,292,es_health,23.22,96940,66485,0
321,82,3,F,46,es_leisure,8.58,59954,99034,0
689,1102,U,F,393,es_health,271.97,62042,16128,0
715,1732,0,M,270,es_fashion,14.83,84208,27553,0
157,1927,1,F,427,es_sports,36.62,63081,56485,0
285,1927,2,Enterprise,212,es_sports,111.23,28102,50264,0
28,1345,3,M,333,es_electronics,56.2,13753,42337,0
351,1576,1,U,445,es_fashion,8.3,84719,42921,0
83,884,3,M,337,es_wellnessandbeauty,6.25,95772,75574,1
624,536,1,F,406,es_wellnessandbeauty,17.24,21403,13411,0
666,672,2,M,133,es_fashion,45.77,24097,27039,0
370,1290,0,M,100,es_health,732.14,46960,97930,0
541,1673,U,Enterprise,315,es_food,33.98,48017,77993,0
395,1063,2,Enterprise,288,es_home,19.26,97683,19421,0
480,899,3,M,477,es_hyper,81.86,40615,95596,0
213,108,2,F,365,es_health,6.37,62261,53699,0
614,1763,6,M,204,es_electronics,16.97,63618,41404,0
360,1605,0,M,35,es_health,270.99,86740,30468,0
214,1287,3,Enterprise,260,es_health,82.51,34563,85391,0
304,1022,2,F,209,es_food,34.16,89353,26612,0
155,396,2,U,469,es_home,91.71,74497,65598,0
380,1303,1,M,338,es_travel,44.7,12935,15520,0
200,1881,2,U,303,es_travel,194.79,32798,76862,0
680,959,4,U,103,es_food,50.48,47720,97659,0
238,529,4,F,73,es_sports,23.98,57344,25994,0
671,334,6,U,78,es_food,144.3,39032,94431,0
705,227,1,Enterprise,182,es_food,17.18,20526,44781,0
167,1216,6,M,234,es_travel,193.93,57217,47441,0
226,321,3,F,444,es_electronics,47.39,67500,35863,0
251,342,2,F,362,es_wellnessandbeauty,16.56,42102,88877,0
280,1052,2,M,51,es_sports,89.47,51445,64563,0
476,1338,4,M,88,es_transportation,86.44,19816,31611,0
498,1239,2,F,397,es_food,59.47,14735,26172,0
535,18,U,Enterprise,163,es_hyper,54.67,71992,45774,0
701,1134,4,U,272,es_home,224.66,78764,96422,0
411,633,3,U,235,es_wellnessandbeauty,150.63,20279,41757,0
429,493,1,F,68,es_health,7.0,26608,47537,0
539,812,2,M,259,es_wellnessandbeauty,61.79,18378,41957,0
443,1600,4,M,482,es_transportation,34.95,17928,40840,0
210,1573,2,F,62,es_food,49.68,38077,89410,0
547,1539,4,M,335,es_hyper,72.6,14751,89377,0
710,270,2,F,31,es_food,24.37,51715,48511,0
491,999,5,M,129,es_health,43.57,53476,24996,0
471,135,3,F,318,es_health,29.59,58035,26550,0
686,512,5,F,257,es_hyper,139.36,82019,93052,0
568,401,5,M,161,es_health,56.4,76290,30464,0
664,1990,2,Enterprise,346,es_hyper,16.85,31773,42223,0
463,1519,2,Enterprise,170,es_tech,3.16,86605,30090,0
550,1107,4,M,193,es_travel,10.81,92464,98513,0
477,1743,1,F,144,es_health,71.6,68465,16117,0
198,1703,1,M,421,es_transportation,21.05,27871,37889,0
521,645,5,M,52,es_sports,48.69,11613,98716,0
499,79,0,E,242,es_fashion,170.0,98548,77479,0
511,1332,0,E,35,es_wellnessandbeauty,40.79,27247,47235,0
690,621,3,M,72,es_tech,5.78,52362,12889,0
325,1050,U,F,175,es_wellnessandbeauty,9.46,60467,91245,0
688,167,6,M,355,es_fashion,22.91,50491,58347,0
467,685,2,E,371,es_home,242.32,17805,63622,0
596,845,4,M,130,es_food,34.32,90166,52299,0
139,1567,4,E,428,es_home,58.21,59525,36402,0
242,461,5,F,437,es_electronics,24.28,30140,80595,0
316,1175,2,E,82,es_wellnessandbeauty,148.08,36986,20346,0
667,1064,2,E,74,es_transportation,239.11,30835,24582,0
135,800,4,U,138,es_health,6.73,34369,12931,0
188,1893,2,F,429,es_hyper,17.53,28435,10455,0
690,772,4,M,332,es_hyper,935.49,48720,40950,0
579,1617,4,M,359,es_travel,62.94,84844,52196,0
69,1364,4,M,186,es_travel,40.55,28358,68886,0
439,174,2,E,408,es_health,40.19,19849,83101,0
77,587,1,M,496,es_health,80.29,40426,85014,0
400,554,1,M,278,es_fashion,16.23,73501,58497,0
374,1121,1,F,41,es_transportation,30.81,39129,12488,0
12,167,3,Enterprise,5,es_travel,70.37,55266,87015,0
487,198,2,F,86,es_leisure,16.72,10302,76236,0
417,1639,5,F,132,es_electronics,73.9,62367,37845,0
207,440,4,F,233,es_health,26.3,60014,28356,0
341,559,4,M,210,es_hyper,49.91,30937,53057,0
620,1702,2,F,222,es_travel,8.56,30532,38849,0
311,1554,3,F,110,es_fashion,21.96,28834,39416,0
308,514,3,U,481,es_fashion,41.95,95191,84900,0
293,1641,2,F,443,es_wellnessandbeauty,129.84,80989,50300,0
625,1126,4,M,22,es_travel,108.52,80879,78632,1
376,1206,3,F,60,es_home,22.02,48043,72733,0
527,1745,3,M,326,es_travel,67.96,31689,67218,0
340,856,1,F,486,es_food,127.04,69032,30466,1
83,414,4,F,366,es_food,510.22,80619,69386,0
577,491,1,M,496,es_transportation,26.97,38300,75320,0
452,1240,2,F,486,es_tech,105.04,29676,78954,0
3,1796,1,Enterprise,372,es_fashion,128.7,10022,95948,0
456,1543,5,F,267,es_travel,7.25,33294,94129,0
236,1743,5,F,174,es_travel,13.61,77983,12937,0
389,1593,U,Enterprise,169,es_hyper,27.13,25838,69366,0
393,542,1,F,135,es_sports,59.51,34856,24310,0
641,251,5,M,280,es_health,145.52,81704,93332,0
30,1757,3,E,136,es_travel,26.67,47219,11102,0
583,753,6,U,268,es_home,193.53,18570,63680,0
148,684,2,F,394,es_sports,32.92,75825,90212,0
605,245,2,U,395,es_food,163.78,75237,12752,0
283,1229,5,M,404,es_transportation,37.01,93060,74366,0
238,488,2,F,230,es_transportation,295.75,55071,20417,0
319,1767,1,F,44,es_hyper,56.67,20466,66685,0
337,1949,2,M,23,es_tech,565.9,44950,48538,0
31,1882,3,M,278,es_electronics,6.29,49512,15192,0
626,36,4,M,173,es_tech,64.42,56495,23487,0
614,1123,1,Enterprise,22,es_tech,307.15,80027,20132,0
605,369,3,Enterprise,39,es_food,34.67,91937,23481,0
207,1968,2,U,297,es_wellnessandbeauty,449.49,85534,71032,0
229,1939,2,E,56,es_health,28.45,81988,76994,0
583,959,1,F,323,es_travel,13.08,28023,51862,0
342,258,4,M,124,es_electronics,62.68,22918,92633,0
460,501,3,U,35,es_hyper,61.38,87818,15452,0
136,654,3,M,272,es_electronics,84.5,27495,57141,0
284,720,1,M,146,es_travel,27.16,17375,97819,0
351,1649,1,F,397,es_wellnessandbeauty,66.63,56302,82292,0
17,1636,2,M,22,es_tech,25.22,60585,13739,0
215,1128,4,E,9,es_leisure,256.55,56922,94395,0
395,479,2,Enterprise,70,es_electronics,341.83,37345,12140,0
399,240,2,E,367,es_tech,16.23,10750,89770,0
414,368,2,U,393,es_tech,41.45,72034,70712,0
244,1777,1,M,18,es_hyper,162.64,64462,95172,0
95,1315,5,F,244,es_electronics,253.31,86262,80375,0
633,982,3,E,237,es_home,63.51,52763,47521,0
6,149,U,M,192,es_wellnessandbeauty,70.69,22881,12467,0
87,732,3,Enterprise,225,es_tech,92.31,90049,13357,0
189,401,4,U,294,es_wellnessandbeauty,60.29,62693,10341,0
615,1522,5,F,51,es_wellnessandbeauty,202.1,46008,73038,0
616,594,5,E,314,es_wellnessandbeauty,19.62,88977,96399,0
420,288,2,Enterprise,278,es_food,29.73,72609,82805,0
67,1687,2,M,353,es_home,191.79,25346,35153,0
618,134,1,F,184,es_tech,1350.28,97945,75432,0
248,1821,4,Enterprise,108,es_transportation,71.02,69091,85915,0
207,1855,3,M,29,es_sports,88.95,17945,69819,0
205,1478,1,F,183,es_health,159.28,42970,72513,0
319,225,3,E,121,es_home,37.72,72579,85887,0
83,637,3,F,80,es_sports,54.83,37166,14121,0
424,608,5,M,388,es_fashion,17.34,60711,28929,0
82,849,1,M,164,es_health,144.78,97627,92181,0
549,900,1,M,458,es_tech,134.78,33078,30767,0
487,1776,3,F,32,es_transportation,131.31,21383,51337,0
133,826,0,F,224,es_transportation,42.08,99016,32053,0
115,1951,2,F,270,es_food,164.08,91159,62479,0
377,918,0,M,212,es_electronics,17.53,72945,95944,0
211,411,2,M,274,es_wellnessandbeauty,55.51,85546,28202,0
132,374,1,M,451,es_leisure,33.12,49098,83980,0
374,85,2,M,198,es_tech,30.2,46849,22721,0
154,84,4,F,466,es_health,25.71,43014,22232,0
423,482,2,F,224,es_food,14.99,69950,14767,0
366,1367,5,M,137,es_health,14.41,44953,18398,0
694,272,2,Enterprise,282,es_wellnessandbeauty,27.65,66300,75987,0
147,6,1,F,365,es_sports,38.29,31876,73660,0
127,1488,1,E,115,es_electronics,83.41,51165,41871,0
308,519,U,E,106,es_tech,79.68,88892,14999,0
715,14,1,F,432,es_leisure,15.08,73719,54127,0
118,1027,2,F,275,es_transportation,69.46,38050,55466,0
573,1761,5,M,326,es_travel,51.29,11304,87100,0
231,817,2,F,130,es_travel,66.43,72544,14908,0
451,1828,1,M,284,es_home,9.11,24036,92156,0
500,487,3,F,112,es_electronics,537.56,35954,30952,0
662,797,0,F,212,es_food,54.48,54020,47530,0
145,1412,4,F,206,es_fashion,5.54,85593,36685,0
623,487,3,F,481,es_travel,27.66,10876,75279,0
679,1192,2,U,196,es_fashion,58.66,65546,68155,0
701,937,3,U,437,es_fashion,694.27,11372,58400,0
49,406,0,Enterprise,476,es_wellnessandbeauty,24.04,77091,79176,0
107,463,3,F,229,es_health,95.75,92580,10302,0
93,132,4,U,298,es_wellnessandbeauty,247.51,56097,64334,0
636,506,1,M,286,es_electronics,85.12,64735,91090,0
140,633,2,F,274,es_wellnessandbeauty,70.8,24840,46343,0
314,236,3,M,125,es_electronics,118.09,96502,45385,0
11,23,0,F,137,es_hyper,93.85,37765,57635,0
448,614,5,F,263,es_home,36.33,19364,44380,0
395,1156,2,M,356,es_transportation,87.12,75089,77586,0
505,452,2,F,309,es_home,13.21,22407,49802,0
378,274,5,F,207,es_travel,95.97,43423,61791,0
361,1025,4,U,475,es_travel,14.55,84214,14043,0
683,1568,5,Enterprise,113,es_food,88.25,14436,80840,0
548,661,2,F,133,es_wellnessandbeauty,261.31,19284,21225,0
642,166,U,M,43,es_electronics,1.79,67648,73378,0
573,410,U,M,102,es_health,196.84,11353,84827,0
561,297,3,M,453,es_transportation,156.03,78668,29855,0
396,1713,4,M,214,es_home,154.92,79801,73074,0
186,1877,2,Enterprise,87,es_travel,249.23,64903,24065,0
221,1117,1,U,141,es_travel,174.09,19806,77973,0
518,1653,2,F,326,es_transportation,65.22,39415,83360,0
300,937,2,Enterprise,431,es_wellnessandbeauty,186.21,51554,68072,0
175,1003,1,E,493,es_sports,159.33,45508,55055,0
371,96,3,M,301,es_home,708.24,34762,75050,0
509,571,6,Enterprise,362,es_home,13.78,13479,91959,1
204,900,5,F,354,es_hyper,105.44,30312,89908,0
608,141,2,F,258,es_travel,19.37,29752,63732,0
