age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
90,retired,divorced,tertiary,no,2897.36,no,no,cellular,24,nov,1436,41,-1,49,unknown,no
31,management,divorced,secondary,no,2044.19,yes,no,telephone,8,apr,347,9,-1,0,success,no
43,entrepreneur,single,tertiary,no,3097.69,yes,no,unknown,20,jun,2442,28,-1,20,other,no
61,management,divorced,tertiary,no,3143.23,yes,no,telephone,15,dec,276,31,-1,25,success,no
82,admin.,single,primary,yes,28.84,yes,no,unknown,30,aug,4559,20,869,10,other,no
30,blue-collar,divorced,primary,no,-288.74,yes,no,telephone,25,may,1065,11,-1,20,success,no
71,admin.,married,unknown,no,3879.91,yes,no,unknown,15,aug,4242,20,-1,1,unknown,no
24,management,single,primary,no,1409.98,no,no,cellular,2,nov,26,8,-1,45,unknown,no
62,management,single,secondary,no,3796.62,yes,no,unknown,11,oct,193,31,-1,16,other,no
68,retired,divorced,primary,no,-2204.97,yes,no,unknown,2,mar,1830,2,-1,37,success,no
74,technician,single,secondary,no,-771.85,no,yes,cellular,23,dec,3816,7,199,7,failure,no
74,unknown,divorced,primary,no,-2741.41,yes,yes,telephone,16,may,2212,25,-1,41,success,no
76,unemployed,single,secondary,no,102.37,yes,no,unknown,4,aug,2503,13,-1,38,other,no
53,management,single,unknown,no,-1864.12,no,no,unknown,4,mar,795,45,-1,26,success,no
75,services,married,tertiary,no,3088.61,yes,no,telephone,28,oct,2801,46,-1,3,success,no
56,admin.,married,tertiary,no,760.58,no,no,unknown,13,apr,72,20,-1,15,failure,no
81,entrepreneur,divorced,secondary,no,817.9,no,yes,cellular,21,jan,4565,14,687,9,success,no
93,blue-collar,married,secondary,no,1795.42,yes,no,cellular,29,sep,3765,32,-1,4,failure,no
48,management,married,primary,no,6270.89,yes,no,unknown,16,jul,1195,6,338,35,other,no
82,entrepreneur,single,secondary,no,6147.96,no,no,unknown,22,apr,117,3,-1,0,failure,no
50,admin.,divorced,primary,no,3219.09,yes,no,telephone,18,sep,554,26,380,36,unknown,no
63,housemaid,single,unknown,no,1100.09,yes,yes,unknown,11,nov,2185,12,-1,18,other,no
85,housemaid,single,unknown,no,-2927.9,no,no,cellular,6,mar,1705,16,597,3,unknown,no
47,management,married,tertiary,no,5361.96,no,no,unknown,25,apr,2920,17,-1,40,failure,no
83,technician,married,primary,no,-1665.6,no,no,unknown,17,jul,4571,10,-1,28,failure,no
77,admin.,married,tertiary,no,399.47,no,no,telephone,25,feb,1891,17,351,21,other,no
63,unemployed,divorced,secondary,no,1396.97,no,no,unknown,5,jan,1967,14,462,25,failure,yes
33,technician,divorced,secondary,no,-1461.83,yes,no,telephone,20,jun,2587,7,-1,2,other,no
92,management,divorced,secondary,no,1937.59,no,no,unknown,14,nov,4238,38,-1,33,unknown,no
90,unemployed,married,tertiary,no,-2650.37,yes,no,cellular,3,oct,4408,34,-1,26,unknown,yes
65,services,divorced,secondary,no,4131.87,no,no,unknown,3,jun,2292,33,-1,21,other,no
38,housemaid,single,unknown,no,4863.32,yes,no,telephone,27,dec,4866,14,440,13,other,no
82,entrepreneur,divorced,primary,no,3611.55,yes,yes,unknown,8,apr,3625,34,-1,2,unknown,no
18,technician,married,tertiary,no,-928.62,yes,no,telephone,29,sep,3779,18,985,24,other,no
41,unemployed,single,unknown,no,-4859.6,no,no,unknown,6,feb,3443,7,451,46,other,no
63,technician,married,unknown,no,953.09,yes,no,cellular,28,apr,1766,37,114,23,unknown,no
52,self-employed,divorced,secondary,no,3745.57,no,no,telephone,2,mar,1543,21,-1,16,success,no
92,admin.,single,primary,no,992.05,no,no,cellular,22,apr,4998,46,274,28,other,no
69,services,single,unknown,yes,2883.76,no,no,telephone,23,oct,1926,39,-1,42,unknown,no
40,services,single,unknown,no,5645.78,yes,no,unknown,6,may,3518,34,724,8,other,no
82,services,married,unknown,no,2145.77,yes,no,unknown,2,sep,940,26,-1,44,success,no
27,blue-collar,divorced,secondary,no,4154.93,no,no,telephone,6,mar,758,14,-1,21,unknown,no
58,student,married,secondary,no,1833.17,yes,no,telephone,26,mar,3001,15,-1,38,unknown,no
25,entrepreneur,single,primary,no,3749.12,yes,no,unknown,20,oct,3163,20,-1,45,other,no
47,services,divorced,secondary,no,5687.75,no,no,unknown,13,may,4399,16,-1,38,success,no
41,technician,single,secondary,no,-3544.39,no,no,telephone,16,feb,221,14,-1,15,success,no
47,self-employed,divorced,tertiary,no,498.36,no,no,unknown,12,nov,1887,44,-1,1,failure,no
24,unemployed,single,tertiary,no,-567.38,yes,yes,unknown,11,feb,3496,44,-1,5,other,no
42,retired,single,unknown,no,2516.09,no,no,cellular,17,aug,390,37,-1,31,unknown,no
19,admin.,married,secondary,no,8907.25,no,no,cellular,15,sep,731,43,-1,40,failure,no
42,unknown,divorced,secondary,no,-179.05,yes,no,telephone,22,nov,3448,12,-1,18,unknown,yes
32,retired,divorced,secondary,no,-99.2,no,yes,telephone,18,jul,3579,33,-1,8,unknown,no
28,unknown,divorced,unknown,no,4096.94,yes,no,unknown,18,feb,4048,24,-1,25,unknown,no
19,unknown,single,tertiary,no,5519.04,yes,no,unknown,18,jan,348,45,-1,4,other,no
91,entrepreneur,single,primary,no,-1460.06,yes,no,unknown,21,aug,819,43,632,21,other,yes
22,technician,single,unknown,no,3455.7,yes,no,unknown,23,mar,1339,44,-1,0,other,yes
43,retired,single,tertiary,no,244.52,yes,no,cellular,16,jun,624,3,-1,38,success,no
31,entrepreneur,single,secondary,no,-1731.61,no,no,cellular,13,sep,3019,17,-1,48,other,no
55,student,single,secondary,no,-23.52,no,no,cellular,1,oct,1318,20,-1,6,success,yes
43,blue-collar,married,secondary,no,5724.76,no,no,telephone,11,jul,874,40,-1,18,success,no
67,entrepreneur,single,primary,no,2589.05,yes,no,cellular,12,may,409,14,906,31,success,no
52,student,single,unknown,no,2057.26,yes,no,telephone,17,may,3952,3,-1,32,success,no
87,technician,divorced,secondary,no,-3634.65,yes,no,cellular,16,may,4685,7,-1,0,unknown,no
72,self-employed,divorced,primary,no,5498.97,yes,no,telephone,15,sep,1229,45,-1,42,other,no
73,unknown,divorced,tertiary,no,2955.09,yes,yes,telephone,4,jul,1224,41,-1,22,unknown,no
75,self-employed,married,unknown,no,-3338.86,yes,no,unknown,25,jun,4705,36,-1,19,unknown,no
86,entrepreneur,divorced,primary,no,538.77,no,yes,unknown,5,jul,2732,17,-1,15,unknown,no
74,unknown,single,secondary,no,-3380.75,no,no,telephone,6,jun,3615,33,-1,34,success,no
89,self-employed,single,tertiary,no,-2026.24,no,no,cellular,16,jan,957,39,430,23,failure,no
88,management,single,unknown,no,4915.56,yes,no,telephone,16,jun,1870,21,-1,10,failure,no
64,technician,married,tertiary,no,3303.14,no,no,cellular,30,jun,4907,1,-1,42,other,no
80,management,divorced,tertiary,no,1667.42,no,no,telephone,22,dec,4246,12,457,37,unknown,no
43,unknown,single,primary,no,830.24,yes,no,telephone,21,nov,3542,16,-1,4,unknown,no
89,technician,divorced,primary,no,5762.27,yes,yes,cellular,20,may,4969,36,-1,6,unknown,no
68,housemaid,single,secondary,no,1998.82,yes,no,unknown,6,mar,4176,42,-1,49,failure,no
18,housemaid,single,unknown,no,4758.96,yes,no,telephone,23,feb,1899,45,-1,27,success,no
78,student,single,unknown,no,-6068.75,no,no,cellular,1,oct,3750,42,-1,2,other,no
25,retired,married,secondary,no,542.83,no,no,telephone,25,dec,947,16,-1,19,success,yes
53,retired,divorced,secondary,no,3137.44,no,no,unknown,7,feb,1711,23,-1,24,other,no
81,management,single,unknown,no,6779.7,no,no,unknown,2,dec,860,46,-1,41,other,no
32,housemaid,divorced,unknown,no,3120.52,yes,yes,unknown,19,sep,3103,15,-1,16,success,no
86,admin.,divorced,secondary,no,-4357.04,no,no,cellular,15,oct,4151,36,-1,47,failure,yes
20,retired,married,unknown,no,2994.92,no,no,unknown,15,may,4621,38,-1,10,unknown,no
76,housemaid,single,primary,no,1421.74,yes,no,cellular,7,aug,4182,9,-1,19,other,no
73,blue-collar,married,secondary,no,3542.84,no,no,telephone,4,oct,4285,9,-1,45,unknown,no
68,unemployed,single,unknown,no,2101.22,no,no,cellular,18,oct,2859,30,-1,44,unknown,no
51,student,divorced,tertiary,no,3765.06,no,yes,telephone,4,mar,440,45,-1,0,success,no
93,housemaid,single,unknown,no,1262.12,yes,no,cellular,27,dec,1173,49,770,12,unknown,no
52,student,single,secondary,no,5381.75,yes,no,cellular,12,sep,1066,49,815,17,failure,no
61,management,married,secondary,no,5087.78,yes,no,cellular,6,jul,2456,41,-1,40,failure,no
67,student,single,primary,no,598.32,no,no,telephone,17,feb,632,43,-1,18,failure,no
88,unknown,married,secondary,no,826.06,yes,no,unknown,10,jun,3496,21,-1,25,failure,no
20,retired,single,secondary,no,2.97,no,yes,unknown,11,jul,3066,40,-1,2,unknown,no
60,entrepreneur,married,secondary,no,592.0,no,no,unknown,21,may,2936,13,-1,24,other,no
21,technician,married,primary,no,1358.18,no,no,cellular,30,aug,723,46,-1,43,success,no
53,blue-collar,divorced,tertiary,no,-296.26,no,no,unknown,19,jun,3403,47,-1,25,failure,yes
29,management,single,unknown,no,2200.43,no,no,cellular,28,oct,4795,46,-1,40,success,no
82,services,single,secondary,no,-858.69,yes,no,unknown,8,jun,3050,18,-1,23,unknown,no
75,technician,divorced,secondary,no,-505.67,no,no,telephone,1,jan,2827,19,-1,40,failure,no
80,technician,divorced,tertiary,no,-2767.56,yes,no,unknown,28,jun,4191,25,-1,12,other,no
31,blue-collar,single,tertiary,no,-1331.01,yes,no,cellular,18,jun,1480,39,-1,9,other,no
45,unemployed,divorced,tertiary,no,5038.64,no,yes,telephone,22,may,2097,20,916,25,failure,no
53,unemployed,single,tertiary,yes,123.5,yes,no,unknown,3,jun,4225,35,583,0,success,no
18,housemaid,divorced,unknown,no,3703.78,yes,no,unknown,16,nov,1843,44,-1,24,other,no
56,housemaid,single,primary,no,3816.87,yes,no,telephone,23,sep,1021,3,-1,9,failure,no
44,retired,divorced,primary,no,239.88,no,no,unknown,29,mar,4137,23,-1,19,success,no
91,technician,married,primary,yes,-1845.98,no,no,cellular,19,mar,3965,28,-1,19,success,yes
61,self-employed,divorced,tertiary,no,4137.67,yes,no,unknown,12,may,2509,19,-1,32,unknown,no
29,services,single,primary,no,-2280.18,no,yes,telephone,4,jun,1269,48,-1,41,unknown,no
55,admin.,married,unknown,no,6968.34,yes,no,telephone,19,jul,1421,21,739,3,unknown,no
41,management,divorced,unknown,no,3021.63,yes,no,telephone,22,aug,922,47,-1,44,failure,no
90,unknown,married,tertiary,yes,3026.76,yes,yes,telephone,8,dec,2975,6,371,25,unknown,no
38,services,single,unknown,no,-698.25,no,no,unknown,12,may,2128,38,385,46,failure,no
37,management,single,unknown,no,291.56,no,no,telephone,19,feb,1270,29,-1,36,success,no
22,student,single,tertiary,no,2709.7,yes,no,cellular,12,sep,3727,27,69,34,unknown,no
86,services,married,primary,no,3361.44,no,yes,telephone,7,mar,3977,35,-1,42,success,yes
35,student,single,secondary,no,2897.56,no,no,unknown,2,sep,4148,12,-1,34,success,no
57,technician,single,secondary,yes,1799.33,yes,no,telephone,15,nov,2452,39,-1,20,unknown,no
34,management,married,primary,no,-2397.09,yes,yes,cellular,9,jun,3048,19,-1,16,unknown,no
49,entrepreneur,single,tertiary,yes,148.34,no,yes,unknown,1,jun,3176,41,-1,43,other,no
78,technician,single,primary,no,-3607.27,no,no,unknown,16,sep,1982,19,-1,47,failure,no
78,technician,married,secondary,yes,-1944.71,no,no,telephone,19,may,1906,15,-1,5,failure,no
36,unemployed,married,unknown,no,4035.01,yes,no,unknown,8,aug,1321,29,-1,46,unknown,no
37,housemaid,single,tertiary,no,5561.39,no,no,telephone,20,jun,417,7,96,8,failure,no
70,blue-collar,single,primary,no,3499.72,no,no,unknown,7,jul,1212,21,-1,38,failure,no
61,unknown,single,secondary,no,3829.52,yes,no,cellular,6,aug,3677,47,-1,46,unknown,yes
66,blue-collar,married,primary,no,1228.65,no,no,telephone,16,nov,4879,23,877,44,success,no
85,unemployed,married,tertiary,no,3716.46,no,no,telephone,17,mar,3113,29,-1,16,unknown,no
38,entrepreneur,married,unknown,no,-1782.72,yes,no,unknown,6,apr,3384,38,-1,5,failure,no
94,self-employed,divorced,secondary,no,5468.25,yes,no,unknown,24,nov,1606,15,532,12,success,no
69,student,married,primary,no,6671.97,no,no,cellular,17,dec,1004,8,-1,42,success,no
75,entrepreneur,divorced,tertiary,no,584.25,no,no,unknown,18,nov,473,2,-1,43,other,no
18,housemaid,divorced,primary,no,3072.23,yes,no,telephone,8,nov,2553,9,-1,11,unknown,no
66,admin.,divorced,primary,no,5274.64,yes,no,unknown,20,jan,2967,34,-1,39,failure,no
48,technician,married,secondary,no,-1254.32,no,no,telephone,9,jul,1818,40,-1,25,other,yes
21,student,single,secondary,no,5063.64,yes,no,cellular,3,jan,1715,34,-1,37,failure,no
43,unknown,married,unknown,no,2091.45,yes,no,telephone,7,oct,2606,47,682,3,other,no
65,student,married,unknown,no,3028.33,yes,yes,cellular,10,oct,3080,46,-1,4,failure,no
47,unknown,divorced,unknown,no,4209.31,yes,no,cellular,27,oct,3486,12,-1,46,unknown,no
47,housemaid,single,unknown,no,5253.59,no,no,telephone,15,sep,3433,41,-1,15,success,yes
87,student,married,primary,no,-471.73,no,no,cellular,17,mar,2548,33,-1,49,other,no
61,student,divorced,secondary,no,500.8,yes,no,unknown,20,mar,237,2,-1,31,unknown,no
60,housemaid,single,secondary,no,2702.98,no,no,telephone,11,may,2048,8,608,7,unknown,no
61,services,divorced,secondary,no,4585.34,yes,yes,cellular,19,nov,1406,5,-1,3,failure,yes
71,entrepreneur,married,primary,no,3439.42,yes,yes,unknown,25,feb,2115,42,-1,2,unknown,no
47,technician,single,secondary,no,-3474.86,yes,no,cellular,5,sep,726,27,-1,8,failure,no
91,management,divorced,secondary,no,2286.63,no,yes,unknown,29,jul,3801,22,338,12,other,yes
32,services,married,primary,no,2446.03,no,no,telephone,17,jan,3714,46,-1,32,other,no
30,student,single,tertiary,no,4316.78,no,no,telephone,1,dec,854,23,-1,8,unknown,no
29,unemployed,married,tertiary,no,5689.53,no,no,unknown,5,feb,3246,18,-1,20,other,no
58,unknown,married,tertiary,no,-2422.35,no,no,unknown,3,sep,3924,6,797,26,unknown,no
85,services,single,secondary,no,1510.74,no,yes,unknown,3,sep,1755,39,-1,26,success,no
39,entrepreneur,single,unknown,no,-14.67,no,no,cellular,11,jun,2697,19,-1,47,unknown,no
51,retired,divorced,tertiary,no,2405.0,no,no,cellular,22,jun,4726,10,-1,28,unknown,no
83,student,married,secondary,no,88.83,no,no,cellular,1,may,2173,30,152,45,failure,no
18,management,divorced,tertiary,no,470.73,no,no,cellular,3,oct,2134,42,264,10,success,no
56,student,single,unknown,no,603.53,no,no,telephone,29,feb,1961,22,-1,42,other,yes
29,unemployed,married,primary,no,-5029.13,no,yes,unknown,23,oct,3588,1,-1,22,success,no
72,management,married,primary,yes,-763.8,yes,yes,cellular,1,apr,267,47,-1,44,unknown,no
55,unemployed,divorced,unknown,no,4819.92,no,no,telephone,11,may,1246,26,-1,38,other,no
84,unknown,divorced,primary,no,3552.87,yes,no,cellular,18,jun,1525,30,-1,7,other,no
94,self-employed,single,tertiary,no,-316.83,no,no,telephone,17,dec,4523,6,-1,4,other,no
42,admin.,divorced,secondary,no,3944.13,yes,yes,cellular,8,aug,2098,37,243,1,success,no
65,entrepreneur,single,unknown,no,-4372.54,yes,no,unknown,30,dec,1038,37,-1,48,unknown,no
31,unknown,single,unknown,no,1041.5,yes,no,cellular,1,nov,4921,28,-1,9,other,no
68,blue-collar,divorced,primary,no,-6044.1,no,no,unknown,9,oct,3627,31,-1,49,failure,no
88,technician,divorced,secondary,no,97.31,no,no,cellular,6,dec,2087,7,-1,29,failure,no
50,unknown,married,unknown,no,7868.66,yes,no,telephone,11,sep,2272,20,-1,45,other,yes
30,management,married,tertiary,no,3074.59,no,no,cellular,8,apr,952,14,-1,11,unknown,no
89,self-employed,single,secondary,no,3174.42,yes,no,cellular,28,dec,4834,17,-1,23,failure,no
23,services,single,secondary,no,2628.5,no,no,unknown,23,aug,900,12,-1,22,unknown,no
84,self-employed,married,secondary,no,738.83,no,no,unknown,26,may,2906,44,-1,45,failure,no
52,unemployed,married,unknown,no,-3182.91,yes,yes,unknown,21,apr,2215,30,-1,26,failure,no
39,housemaid,married,tertiary,no,-1495.76,no,no,cellular,4,nov,1789,28,-1,14,unknown,no
74,services,divorced,unknown,no,7998.59,no,no,cellular,28,mar,1557,11,-1,35,success,yes
68,unemployed,divorced,primary,no,1584.06,yes,yes,unknown,13,mar,1110,43,-1,20,failure,no
84,unemployed,married,primary,no,911.71,yes,no,telephone,16,oct,1155,42,-1,48,other,no
57,housemaid,divorced,secondary,no,4125.24,no,no,cellular,15,jan,2476,23,706,15,unknown,no
20,housemaid,single,secondary,no,1177.2,yes,no,cellular,27,mar,1382,35,820,21,success,no
79,self-employed,married,unknown,no,7508.32,no,no,telephone,2,jul,3050,13,-1,22,unknown,no
71,services,married,unknown,no,4695.76,yes,no,telephone,5,aug,4543,33,-1,38,unknown,yes
37,unemployed,single,tertiary,no,-603.47,no,no,cellular,19,dec,169,49,-1,44,success,no
72,entrepreneur,married,secondary,no,-1022.11,no,no,cellular,30,jan,2364,6,-1,42,success,no
33,housemaid,married,tertiary,no,269.05,yes,no,unknown,7,aug,4048,17,226,5,failure,no
57,blue-collar,divorced,unknown,no,1780.92,no,no,unknown,7,oct,4058,33,-1,4,success,yes
64,services,divorced,tertiary,no,3985.7,yes,no,cellular,22,apr,1709,14,444,9,failure,no
56,student,married,secondary,no,5836.86,no,no,telephone,7,feb,207,22,-1,26,success,yes
94,services,single,tertiary,no,3823.64,no,no,telephone,17,oct,3419,41,-1,46,other,no
91,admin.,married,tertiary,no,2884.46,no,no,unknown,10,oct,930,35,-1,26,other,no
20,housemaid,married,unknown,yes,2012.31,no,no,unknown,25,jun,341,48,-1,47,success,yes
58,unemployed,divorced,primary,no,8449.24,no,no,cellular,28,jan,187,25,-1,31,unknown,no
41,entrepreneur,divorced,primary,no,-382.1,no,no,unknown,26,dec,3844,49,-1,22,other,no
84,technician,married,unknown,no,-731.8,yes,no,unknown,20,feb,1235,33,819,44,other,no
75,technician,single,tertiary,no,2689.96,yes,no,cellular,11,feb,757,26,-1,45,success,no
47,blue-collar,single,secondary,no,1558.2,no,no,telephone,20,oct,4479,8,-1,45,other,no
52,retired,married,tertiary,no,-369.85,no,no,cellular,17,oct,2375,25,-1,34,unknown,no
78,student,single,primary,no,1226.46,yes,yes,cellular,20,sep,3935,17,-1,28,other,no
27,blue-collar,single,unknown,no,648.41,yes,yes,unknown,11,may,2788,15,-1,33,other,no
84,admin.,single,primary,no,6959.58,no,no,unknown,29,dec,2730,29,-1,41,success,no
74,unemployed,married,tertiary,no,2962.15,yes,no,unknown,2,feb,3211,3,-1,25,other,no
88,unemployed,single,primary,no,7670.86,yes,yes,cellular,19,aug,488,46,-1,40,unknown,no
61,technician,married,secondary,yes,3636.13,yes,no,cellular,16,jul,3517,36,296,6,unknown,no
64,management,single,primary,no,-995.72,no,no,cellular,7,dec,601,3,-1,41,other,no
21,unknown,single,secondary,yes,-292.15,yes,no,unknown,9,apr,599,48,-1,18,failure,no
93,services,married,secondary,no,1006.7,no,no,unknown,4,mar,1817,10,-1,19,unknown,no
37,admin.,divorced,unknown,no,6924.38,no,no,unknown,15,aug,3032,27,-1,48,failure,yes
23,services,divorced,primary,no,1728.06,no,no,cellular,15,jul,845,41,-1,38,unknown,no
87,blue-collar,married,unknown,no,4001.61,no,yes,telephone,6,jul,1893,48,605,33,success,no
77,admin.,divorced,primary,no,1923.29,yes,no,cellular,8,oct,2533,41,559,1,failure,no
60,blue-collar,divorced,unknown,no,259.82,yes,no,cellular,10,aug,1750,39,634,0,failure,no
24,retired,divorced,primary,no,861.4,no,no,cellular,14,feb,3922,35,-1,34,failure,no
86,self-employed,divorced,primary,no,-144.73,yes,no,cellular,27,jun,3108,24,-1,43,success,no
68,unknown,married,tertiary,no,584.13,yes,no,cellular,3,jul,1272,3,-1,37,failure,no
44,unknown,married,primary,no,855.67,no,no,unknown,3,mar,3042,5,-1,45,failure,no
20,management,divorced,tertiary,no,3204.31,no,no,cellular,6,dec,1926,21,-1,1,failure,no
67,entrepreneur,divorced,tertiary,no,4247.6,no,no,telephone,29,aug,1121,10,-1,21,success,no
40,management,divorced,unknown,no,2919.75,no,no,telephone,24,jun,1282,41,-1,1,failure,no
43,retired,single,secondary,no,1744.07,yes,yes,unknown,4,mar,44,45,-1,25,success,no
47,retired,married,unknown,no,4169.37,yes,no,unknown,11,jun,1033,6,615,28,success,no
21,entrepreneur,single,tertiary,no,4732.59,no,no,cellular,9,jul,1381,45,-1,5,success,no
88,entrepreneur,divorced,tertiary,no,5640.5,yes,no,cellular,25,mar,260,34,-1,44,unknown,no
83,student,married,secondary,no,-861.52,no,no,telephone,19,oct,2204,6,-1,43,other,no
35,admin.,married,secondary,no,-673.3,no,no,telephone,26,oct,3233,15,-1,37,success,yes
73,blue-collar,married,primary,no,-3515.23,no,no,cellular,2,mar,4110,17,-1,34,unknown,no
61,technician,married,tertiary,no,1455.36,yes,no,telephone,24,jul,4844,8,466,3,other,no
54,management,single,secondary,no,2656.31,yes,no,unknown,30,feb,547,25,-1,37,failure,no
30,unemployed,married,secondary,no,2564.69,no,no,cellular,21,jan,462,43,904,2,other,no
87,retired,married,primary,no,-2814.29,yes,no,unknown,4,may,3576,37,-1,34,other,no
90,management,divorced,tertiary,no,2531.41,yes,no,unknown,4,aug,4784,36,-1,14,failure,no
24,student,single,secondary,no,4177.49,no,no,cellular,22,nov,2960,31,-1,3,failure,no
84,unknown,married,tertiary,no,5424.51,no,no,unknown,20,apr,3907,7,-1,35,unknown,no
82,blue-collar,married,secondary,no,-863.14,yes,yes,telephone,29,aug,2135,2,-1,44,other,no
53,blue-collar,single,secondary,no,1708.52,no,no,cellular,4,nov,4589,7,210,33,unknown,no
41,services,divorced,unknown,no,5072.71,yes,no,telephone,12,sep,4390,14,-1,9,failure,no
89,admin.,single,tertiary,no,4061.17,no,no,unknown,8,sep,2579,40,-1,37,unknown,no
63,management,divorced,primary,yes,-2567.77,yes,no,telephone,29,may,2826,1,-1,19,failure,no
73,admin.,single,unknown,no,-60.72,yes,no,cellular,6,nov,872,3,-1,34,success,no
74,entrepreneur,married,tertiary,no,-1747.18,no,yes,telephone,10,mar,4961,22,-1,38,other,no
44,housemaid,divorced,primary,no,1651.86,yes,yes,unknown,3,dec,2677,11,-1,31,unknown,no
57,unemployed,single,secondary,no,2893.41,yes,no,unknown,14,dec,3272,40,-1,13,success,no
64,entrepreneur,single,unknown,no,3051.27,no,no,telephone,26,jan,3005,21,-1,8,other,yes
25,self-employed,single,primary,no,585.95,yes,no,telephone,21,jul,661,16,964,27,success,yes
38,unemployed,divorced,primary,no,3046.27,no,no,unknown,21,sep,3640,10,-1,30,unknown,no
55,unknown,married,secondary,no,3338.32,no,no,cellular,20,aug,1791,25,-1,1,failure,yes
83,management,single,primary,no,3145.24,yes,yes,telephone,25,sep,3339,24,-1,23,other,no
68,blue-collar,single,primary,no,2852.39,yes,no,unknown,12,dec,933,46,-1,24,unknown,no
93,entrepreneur,divorced,primary,no,1771.66,no,no,cellular,18,may,2510,43,-1,18,success,no
50,unknown,married,secondary,no,3995.5,no,no,cellular,18,jul,2268,18,-1,41,unknown,no
23,unemployed,single,tertiary,no,2889.48,yes,no,telephone,26,sep,1594,12,-1,20,other,no
90,technician,divorced,primary,no,-2418.5,no,no,telephone,18,may,3202,24,-1,18,unknown,no
47,retired,single,unknown,no,2839.46,yes,no,cellular,28,jan,3627,34,-1,42,failure,no
43,entrepreneur,divorced,unknown,no,4427.46,yes,no,telephone,17,oct,632,16,-1,15,unknown,no
53,self-employed,divorced,secondary,no,-71.24,no,no,cellular,1,may,1591,27,-1,24,success,no
51,retired,single,primary,no,4533.66,yes,no,cellular,16,dec,3456,41,-1,9,success,no
24,unknown,divorced,unknown,no,2786.15,yes,no,telephone,8,feb,477,16,-1,37,unknown,no
54,entrepreneur,single,secondary,yes,6843.65,yes,yes,cellular,24,sep,3283,19,-1,16,failure,no
53,management,single,unknown,no,1555.59,no,no,unknown,25,aug,3818,14,-1,1,other,no
80,admin.,single,secondary,no,1437.53,yes,no,telephone,16,jan,4758,17,-1,14,success,no
26,technician,divorced,primary,no,1189.11,yes,no,unknown,2,sep,806,35,-1,5,unknown,no
68,self-employed,divorced,secondary,no,584.58,yes,no,unknown,22,oct,4478,30,-1,1,failure,no
29,unemployed,divorced,tertiary,no,-1115.43,yes,yes,cellular,27,oct,1314,45,-1,7,other,no
57,housemaid,single,tertiary,no,1346.76,no,no,telephone,6,may,3603,39,-1,19,unknown,yes
20,admin.,single,primary,no,-2285.16,no,yes,unknown,23,mar,2285,35,-1,24,other,no
52,technician,married,unknown,yes,5128.03,yes,no,unknown,6,oct,3458,46,-1,46,success,no
36,blue-collar,married,primary,yes,3929.27,yes,no,unknown,30,jul,3384,38,-1,39,unknown,no
82,services,divorced,tertiary,no,-1082.83,yes,no,unknown,6,jan,2840,43,-1,13,failure,no
70,admin.,single,primary,no,3006.6,yes,no,telephone,2,jul,1668,36,-1,45,success,no
62,entrepreneur,divorced,secondary,no,4654.4,no,no,cellular,15,aug,1177,38,-1,8,unknown,no
28,self-employed,divorced,primary,no,-1523.42,yes,no,unknown,21,jul,3435,6,495,11,other,no
44,self-employed,married,secondary,no,-1430.01,yes,no,unknown,18,aug,2972,49,325,2,failure,no
56,student,single,unknown,no,5086.68,no,no,cellular,2,aug,315,17,-1,25,unknown,no
89,management,married,secondary,no,1110.91,no,no,cellular,21,jun,4254,36,-1,32,failure,no
44,retired,divorced,unknown,no,1832.95,no,no,cellular,14,jul,3629,22,-1,2,unknown,no
53,unknown,single,secondary,no,-3748.64,yes,no,cellular,23,jan,40,28,-1,43,unknown,no
43,technician,married,tertiary,no,-6536.71,no,no,telephone,2,oct,3550,21,-1,15,success,no
53,blue-collar,married,tertiary,no,-2214.89,yes,no,cellular,13,sep,4082,14,-1,6,success,no
51,unknown,married,unknown,no,3936.14,no,no,unknown,3,jun,1594,3,424,1,success,no
70,entrepreneur,divorced,tertiary,no,200.87,yes,no,telephone,21,aug,2559,14,-1,23,failure,no
79,student,single,tertiary,yes,6.56,no,no,unknown,17,jul,509,44,-1,49,other,no
41,admin.,divorced,tertiary,no,2513.03,yes,yes,cellular,17,sep,2853,45,337,0,success,yes
64,admin.,married,secondary,no,-1014.08,yes,no,unknown,25,mar,2500,23,-1,47,unknown,no
71,unknown,single,primary,yes,4431.78,no,no,unknown,23,jul,3627,3,256,30,failure,no
57,unemployed,married,primary,no,547.17,yes,no,cellular,26,may,616,33,-1,40,failure,no
81,student,married,primary,no,-1504.15,no,no,telephone,19,dec,4773,14,-1,21,other,no
93,retired,single,primary,no,5630.16,yes,yes,unknown,2,jun,809,35,-1,0,success,no
40,blue-collar,divorced,secondary,no,5507.74,no,no,cellular,6,oct,4023,45,-1,37,success,yes
68,housemaid,married,unknown,no,123.16,no,yes,telephone,5,may,1052,11,-1,32,unknown,no
60,admin.,married,secondary,no,2428.05,no,no,telephone,24,sep,1921,19,-1,18,unknown,no
62,unknown,divorced,secondary,no,5218.44,no,no,unknown,4,nov,1601,17,-1,28,success,no
67,student,divorced,tertiary,no,3348.37,yes,no,telephone,22,jun,3306,30,-1,4,success,no
20,services,married,unknown,no,985.07,no,no,unknown,9,aug,2313,8,120,22,failure,no
84,technician,single,unknown,no,4404.85,yes,no,telephone,14,apr,669,32,-1,9,other,no
